"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20170930","S92000003","d","Inpatient/Day case","H1",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","H1",,222,,206,,158,,4,,1,,23,,20,
"20190930","S92000003","d","Inpatient/Day case","H1",,185,,182,,140,,2,,0,,22,,18,
"20200930","S92000003","d","Inpatient/Day case","H1",,95,,103,,84,,0,,0,,15,,4,
"20210930","S92000003","d","Inpatient/Day case","H1",,86,,75,,57,,0,,0,,12,,6,
"20220930","S92000003","d","Inpatient/Day case","H1",,113,,100,,79,,0,,0,,13,,8,
"20230930","S92000003","d","Inpatient/Day case","H1",,185,,166,,153,,3,,0,,5,,5,
"20130331","S92000003","d","Inpatient/Day case","H1",,149,,132,,118,,0,,0,,9,,5,
"20140331","S92000003","d","Inpatient/Day case","H1",,254,,256,,216,,12,,0,,16,,12,
"20150331","S92000003","d","Inpatient/Day case","H1",,332,,342,,292,,5,,3,,26,,16,
"20160331","S92000003","d","Inpatient/Day case","H1",,364,,373,,313,,8,,0,,28,,24,
"20170331","S92000003","d","Inpatient/Day case","H1",,284,,274,,233,,6,,0,,12,,23,
"20180331","S92000003","d","Inpatient/Day case","H1",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","H1",,190,,203,,150,,3,,0,,33,,17,
"20200331","S92000003","d","Inpatient/Day case","H1",,175,,186,,148,,2,,0,,23,,13,
"20210331","S92000003","d","Inpatient/Day case","H1",,135,,130,,118,,0,,1,,6,,5,
"20220331","S92000003","d","Inpatient/Day case","H1",,109,,105,,75,,3,,0,,12,,15,
"20230331","S92000003","d","Inpatient/Day case","H1",,111,,129,,101,,3,,0,,16,,9,
"20240331","S92000003","d","Inpatient/Day case","H1",,167,,170,,156,,2,,0,,3,,9,
"20121231","S92000003","d","Inpatient/Day case","H1",,70,,61,,59,,2,,0,,0,,0,
"20131231","S92000003","d","Inpatient/Day case","H1",,207,,195,,154,,7,,0,,25,,9,
"20141231","S92000003","d","Inpatient/Day case","H1",,339,,340,,300,,2,,0,,22,,16,
"20151231","S92000003","d","Inpatient/Day case","H1",,377,,358,,312,,4,,0,,28,,14,
"20161231","S92000003","d","Inpatient/Day case","H1",,329,,321,,283,,7,,7,,13,,11,
"20171231","S92000003","d","Inpatient/Day case","H1",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","H1",,201,,207,,149,,9,,1,,24,,24,
"20191231","S92000003","d","Inpatient/Day case","H1",,173,,174,,138,,1,,0,,20,,15,
"20201231","S92000003","d","Inpatient/Day case","H1",,90,,100,,86,,0,,0,,4,,10,
"20211231","S92000003","d","Inpatient/Day case","H1",,74,,73,,61,,1,,0,,6,,5,
"20221231","S92000003","d","Inpatient/Day case","H1",,174,,170,,148,,0,,0,,9,,13,
"20231231","S92000003","d","Inpatient/Day case","H1",,181,,176,,163,,1,,0,,9,,3,
"20140630","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220630","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S92000003","d","Inpatient/Day case","AFA",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230930","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230331","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S92000003","d","Inpatient/Day case","AFA",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","D1",,882,,799,,724,,8,,3,,49,,15,
"20140630","S92000003","d","Inpatient/Day case","D1",,792,,755,,676,,17,,1,,51,,10,
"20150630","S92000003","d","Inpatient/Day case","D1",,891,,812,,720,,8,,6,,66,,12,
"20160630","S92000003","d","Inpatient/Day case","D1",,924,,872,,734,,15,,4,,104,,15,
"20170630","S92000003","d","Inpatient/Day case","D1",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","D1",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","D1",,1354,,1234,,1036,,41,,5,,127,,25,
"20200630","S92000003","d","Inpatient/Day case","D1",,77,,73,,64,,0,,0,,6,,3,
"20210630","S92000003","d","Inpatient/Day case","D1",,901,,953,,841,,9,,2,,88,,13,
"20220630","S92000003","d","Inpatient/Day case","D1",,809,,685,,602,,2,,3,,48,,30,
"20230630","S92000003","d","Inpatient/Day case","D1",,932,,884,,780,,8,,3,,76,,17,
"20130930","S92000003","d","Inpatient/Day case","D1",,859,,877,,778,,7,,3,,80,,9,
"20140930","S92000003","d","Inpatient/Day case","D1",,812,,798,,697,,19,,3,,63,,16,
"20150930","S92000003","d","Inpatient/Day case","D1",,755,,858,,737,,22,,1,,73,,25,
"20160930","S92000003","d","Inpatient/Day case","D1",,1108,,892,,759,,15,,2,,92,,24,
"20170930","S92000003","d","Inpatient/Day case","D1",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","D1",,1368,,1414,,1224,,30,,11,,117,,32,
"20190930","S92000003","d","Inpatient/Day case","D1",,1128,,1175,,983,,34,,3,,126,,29,
"20200930","S92000003","d","Inpatient/Day case","D1",,365,,293,,253,,5,,3,,22,,10,
"20210930","S92000003","d","Inpatient/Day case","D1",,844,,791,,678,,8,,4,,67,,34,
"20220930","S92000003","d","Inpatient/Day case","D1",,790,,725,,569,,9,,5,,123,,19,
"20230930","S92000003","d","Inpatient/Day case","D1",,936,,1078,,877,,42,,7,,121,,31,
"20130331","S92000003","d","Inpatient/Day case","D1",,761,,726,,638,,5,,3,,73,,7,
"20140331","S92000003","d","Inpatient/Day case","D1",,869,,831,,754,,15,,3,,50,,9,
"20150331","S92000003","d","Inpatient/Day case","D1",,784,,749,,682,,12,,4,,41,,10,
"20160331","S92000003","d","Inpatient/Day case","D1",,826,,807,,692,,15,,5,,77,,18,
"20170331","S92000003","d","Inpatient/Day case","D1",,1130,,1160,,953,,26,,10,,146,,25,
"20180331","S92000003","d","Inpatient/Day case","D1",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","D1",,1299,,1135,,948,,24,,11,,128,,24,
"20200331","S92000003","d","Inpatient/Day case","D1",,988,,1201,,1039,,22,,7,,111,,22,
"20210331","S92000003","d","Inpatient/Day case","D1",,632,,507,,404,,8,,5,,72,,18,
"20220331","S92000003","d","Inpatient/Day case","D1",,826,,641,,544,,12,,5,,54,,26,
"20230331","S92000003","d","Inpatient/Day case","D1",,924,,792,,694,,4,,1,,78,,15,
"20240331","S92000003","d","Inpatient/Day case","D1",,934,,906,,805,,13,,2,,72,,14,
"20121231","S92000003","d","Inpatient/Day case","D1",,754,,522,,494,,5,,1,,19,,3,
"20131231","S92000003","d","Inpatient/Day case","D1",,756,,846,,771,,16,,2,,49,,8,
"20141231","S92000003","d","Inpatient/Day case","D1",,710,,775,,693,,17,,3,,53,,9,
"20151231","S92000003","d","Inpatient/Day case","D1",,816,,706,,607,,17,,2,,61,,19,
"20161231","S92000003","d","Inpatient/Day case","D1",,1120,,1102,,908,,18,,7,,148,,21,
"20171231","S92000003","d","Inpatient/Day case","D1",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","D1",,1248,,1331,,1134,,22,,4,,130,,41,
"20191231","S92000003","d","Inpatient/Day case","D1",,1141,,1174,,971,,36,,6,,134,,27,
"20201231","S92000003","d","Inpatient/Day case","D1",,621,,671,,545,,12,,5,,78,,31,
"20211231","S92000003","d","Inpatient/Day case","D1",,632,,570,,499,,7,,3,,51,,10,
"20221231","S92000003","d","Inpatient/Day case","D1",,773,,686,,551,,54,,3,,59,,19,
"20231231","S92000003","d","Inpatient/Day case","D1",,1002,,809,,717,,13,,6,,51,,22,
"20230630","S92000003","d","Inpatient/Day case","T5",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S92000003","d","Inpatient/Day case","T31",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S92000003","d","Inpatient/Day case","RC",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","A7",,343,,358,,194,,8,,0,,42,,114,
"20140630","S92000003","d","Inpatient/Day case","A7",,320,,326,,223,,9,,1,,26,,67,
"20150630","S92000003","d","Inpatient/Day case","A7",,336,,346,,220,,10,,1,,32,,83,
"20160630","S92000003","d","Inpatient/Day case","A7",,283,,285,,167,,8,,1,,33,,76,
"20170630","S92000003","d","Inpatient/Day case","A7",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","A7",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","A7",,115,,135,,55,,3,,0,,16,,61,
"20200630","S92000003","d","Inpatient/Day case","A7",,16,,19,,1,,0,,0,,2,,16,
"20210630","S92000003","d","Inpatient/Day case","A7",,47,,48,,26,,1,,0,,3,,18,
"20220630","S92000003","d","Inpatient/Day case","A7",,58,,54,,27,,1,,1,,4,,21,
"20230630","S92000003","d","Inpatient/Day case","A7",,30,,43,,29,,1,,0,,3,,10,
"20130930","S92000003","d","Inpatient/Day case","A7",,470,,472,,238,,3,,0,,39,,192,
"20140930","S92000003","d","Inpatient/Day case","A7",,344,,337,,209,,7,,0,,28,,93,
"20150930","S92000003","d","Inpatient/Day case","A7",,355,,358,,236,,4,,0,,47,,71,
"20160930","S92000003","d","Inpatient/Day case","A7",,239,,246,,132,,3,,0,,25,,86,
"20170930","S92000003","d","Inpatient/Day case","A7",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","A7",,119,,124,,60,,1,,0,,17,,46,
"20190930","S92000003","d","Inpatient/Day case","A7",,95,,86,,44,,1,,0,,8,,33,
"20200930","S92000003","d","Inpatient/Day case","A7",,54,,50,,17,,1,,0,,2,,30,
"20210930","S92000003","d","Inpatient/Day case","A7",,28,,30,,15,,0,,0,,1,,14,
"20220930","S92000003","d","Inpatient/Day case","A7",,55,,57,,31,,1,,0,,6,,19,
"20230930","S92000003","d","Inpatient/Day case","A7",,44,,41,,18,,1,,0,,2,,20,
"20130331","S92000003","d","Inpatient/Day case","A7",,302,,299,,183,,11,,0,,43,,62,
"20140331","S92000003","d","Inpatient/Day case","A7",,379,,365,,256,,8,,2,,18,,81,
"20150331","S92000003","d","Inpatient/Day case","A7",,339,,325,,199,,11,,0,,41,,74,
"20160331","S92000003","d","Inpatient/Day case","A7",,307,,320,,165,,3,,0,,59,,93,
"20170331","S92000003","d","Inpatient/Day case","A7",,203,,205,,121,,4,,0,,36,,44,
"20180331","S92000003","d","Inpatient/Day case","A7",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","A7",,151,,142,,62,,2,,0,,11,,67,
"20200331","S92000003","d","Inpatient/Day case","A7",,108,,115,,35,,1,,0,,17,,62,
"20210331","S92000003","d","Inpatient/Day case","A7",,35,,34,,22,,0,,0,,4,,8,
"20220331","S92000003","d","Inpatient/Day case","A7",,37,,35,,17,,0,,0,,3,,15,
"20230331","S92000003","d","Inpatient/Day case","A7",,63,,57,,39,,0,,0,,4,,14,
"20240331","S92000003","d","Inpatient/Day case","A7",,37,,35,,16,,0,,0,,4,,15,
"20121231","S92000003","d","Inpatient/Day case","A7",,307,,229,,156,,7,,2,,25,,39,
"20131231","S92000003","d","Inpatient/Day case","A7",,363,,377,,227,,7,,1,,33,,109,
"20141231","S92000003","d","Inpatient/Day case","A7",,339,,342,,211,,15,,0,,30,,86,
"20151231","S92000003","d","Inpatient/Day case","A7",,312,,314,,195,,3,,0,,41,,75,
"20161231","S92000003","d","Inpatient/Day case","A7",,216,,209,,103,,10,,0,,36,,60,
"20171231","S92000003","d","Inpatient/Day case","A7",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","A7",,139,,140,,69,,3,,0,,14,,54,
"20191231","S92000003","d","Inpatient/Day case","A7",,117,,119,,46,,1,,0,,17,,55,
"20201231","S92000003","d","Inpatient/Day case","A7",,38,,42,,20,,1,,0,,2,,19,
"20211231","S92000003","d","Inpatient/Day case","A7",,46,,46,,23,,0,,0,,2,,21,
"20221231","S92000003","d","Inpatient/Day case","A7",,47,,48,,31,,1,,0,,1,,15,
"20231231","S92000003","d","Inpatient/Day case","A7",,52,,56,,31,,0,,0,,4,,21,
"20130630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S92000003","d","Inpatient/Day case","A82",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","A82",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230630","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S92000003","d","Inpatient/Day case","A82",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230930","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S92000003","d","Inpatient/Day case","A82",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S92000003","d","Inpatient/Day case","A82",,,":",,":",,":",,":",,":",,":",,":"
"20181231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20221231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20231231","S92000003","d","Inpatient/Day case","A82",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","RK",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S92000003","d","Inpatient/Day case","RK",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S92000003","d","Inpatient/Day case","RK",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20240331","S92000003","d","Inpatient/Day case","RK",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S92000003","d","Inpatient/Day case","RK",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","RK",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S92000003","d","Inpatient/Day case","R3",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","R3",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230630","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S92000003","d","Inpatient/Day case","R3",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S92000003","d","Inpatient/Day case","R3",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20230331","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S92000003","d","Inpatient/Day case","R3",,,":",,":",,":",,":",,":",,":",,":"
"20191231","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S92000003","d","Inpatient/Day case","R3",,,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S92000003","d","Inpatient/Day case","C5",,7268,,6859,,5901,,148,,49,,439,,322,
"20140630","S92000003","d","Inpatient/Day case","C5",,6844,,6595,,5672,,202,,25,,427,,269,
"20150630","S92000003","d","Inpatient/Day case","C5",,6620,,6444,,5553,,210,,25,,402,,254,
"20160630","S92000003","d","Inpatient/Day case","C5",,6511,,6482,,5573,,202,,22,,407,,278,
"20170630","S92000003","d","Inpatient/Day case","C5",,,":",,":",,":",,":",,":",,":",,":"
"20180630","S92000003","d","Inpatient/Day case","C5",,,":",,":",,":",,":",,":",,":",,":"
"20190630","S92000003","d","Inpatient/Day case","C5",,6056,,5926,,4981,,178,,17,,436,,314,
"20200630","S92000003","d","Inpatient/Day case","C5",,1064,,885,,579,,15,,6,,141,,144,
"20210630","S92000003","d","Inpatient/Day case","C5",,3410,,3498,,2691,,76,,20,,455,,256,
"20220630","S92000003","d","Inpatient/Day case","C5",,4257,,3421,,2671,,45,,40,,355,,310,
"20230630","S92000003","d","Inpatient/Day case","C5",,5116,,4967,,3888,,125,,28,,581,,345,
"20130930","S92000003","d","Inpatient/Day case","C5",,6945,,7150,,6100,,199,,19,,451,,381,
"20140930","S92000003","d","Inpatient/Day case","C5",,6299,,6534,,5621,,194,,27,,386,,306,
"20150930","S92000003","d","Inpatient/Day case","C5",,6371,,6492,,5661,,204,,16,,361,,250,
"20160930","S92000003","d","Inpatient/Day case","C5",,6261,,6264,,5360,,206,,16,,458,,224,
"20170930","S92000003","d","Inpatient/Day case","C5",,,":",,":",,":",,":",,":",,":",,":"
"20180930","S92000003","d","Inpatient/Day case","C5",,5843,,6301,,5267,,213,,21,,452,,348,
"20190930","S92000003","d","Inpatient/Day case","C5",,5716,,5908,,4996,,156,,11,,420,,325,
"20200930","S92000003","d","Inpatient/Day case","C5",,2376,,2316,,1754,,30,,12,,318,,202,
"20210930","S92000003","d","Inpatient/Day case","C5",,3477,,2948,,2245,,64,,12,,362,,265,
"20220930","S92000003","d","Inpatient/Day case","C5",,4437,,4397,,3260,,128,,25,,600,,384,
"20230930","S92000003","d","Inpatient/Day case","C5",,5201,,4998,,3818,,135,,13,,705,,327,
"20130331","S92000003","d","Inpatient/Day case","C5",,6877,,6535,,5741,,158,,50,,384,,202,
"20140331","S92000003","d","Inpatient/Day case","C5",,7168,,7048,,6116,,176,,26,,436,,294,
"20150331","S92000003","d","Inpatient/Day case","C5",,6774,,6714,,5751,,223,,27,,410,,303,
"20160331","S92000003","d","Inpatient/Day case","C5",,6656,,6660,,5763,,217,,14,,409,,257,
"20170331","S92000003","d","Inpatient/Day case","C5",,6454,,6287,,5415,,185,,9,,378,,300,
"20180331","S92000003","d","Inpatient/Day case","C5",,,":",,":",,":",,":",,":",,":",,":"
"20190331","S92000003","d","Inpatient/Day case","C5",,6239,,5874,,4875,,150,,22,,460,,367,
"20200331","S92000003","d","Inpatient/Day case","C5",,5520,,5602,,4520,,168,,15,,594,,305,
"20210331","S92000003","d","Inpatient/Day case","C5",,3109,,2438,,1763,,49,,11,,355,,260,
"20220331","S92000003","d","Inpatient/Day case","C5",,4410,,3018,,2371,,47,,22,,243,,335,
"20230331","S92000003","d","Inpatient/Day case","C5",,5316,,4381,,3436,,100,,37,,476,,332,
"20240331","S92000003","d","Inpatient/Day case","C5",,5541,,4976,,3943,,141,,21,,570,,301,
"20121231","S92000003","d","Inpatient/Day case","C5",,6913,,3411,,2963,,84,,28,,193,,143,
"20131231","S92000003","d","Inpatient/Day case","C5",,6651,,6877,,6020,,169,,31,,381,,276,
"20141231","S92000003","d","Inpatient/Day case","C5",,6707,,6460,,5559,,206,,25,,370,,300,
"20151231","S92000003","d","Inpatient/Day case","C5",,6710,,6529,,5612,,228,,12,,373,,304,
"20161231","S92000003","d","Inpatient/Day case","C5",,6386,,6197,,5334,,200,,22,,395,,246,
"20171231","S92000003","d","Inpatient/Day case","C5",,,":",,":",,":",,":",,":",,":",,":"
