_id,QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberSeen,NumberSeenQF,WaitedOver12Weeks,WaitedOver12WeeksQF,Median,MedianQF,90thPercentile,90thPercentileQF
13842,20210630,S08000028,"",New Outpatient,A7,"",161,"",84,"",98,"",236,""
13843,20220630,S08000028,"",New Outpatient,A7,"",149,"",53,"",70,"",142.2,""
13844,20130930,S08000028,"",New Outpatient,A7,"",83,"",0,"",21,"",50,""
13845,20140930,S08000028,"",New Outpatient,A7,"",72,"",7,"",33,"",80.7,""
13846,20150930,S08000028,"",New Outpatient,A7,"",96,"",2,"",39,"",76.5,""
13847,20160930,S08000028,"",New Outpatient,A7,"",122,"",12,"",36.5,"",82.8,""
13848,20170930,S08000028,"",New Outpatient,A7,"",116,"",12,"",60.5,"",84.5,""
13849,20180930,S08000028,"",New Outpatient,A7,"",101,"",3,"",50,"",73,""
13850,20190930,S08000028,"",New Outpatient,A7,"",87,"",5,"",26,"",76,""
13851,20200930,S08000028,"",New Outpatient,A7,"",60,"",5,"",21,"",77.2,""
13852,20210930,S08000028,"",New Outpatient,A7,"",90,"",24,"",21,"",105.1,""
13853,20220930,S08000028,"",New Outpatient,A7,"",117,"",28,"",52,"",95,""
13854,20130331,S08000028,"",New Outpatient,A7,"",70,"",0,"",26,"",63,""
13855,20140331,S08000028,"",New Outpatient,A7,"",77,"",2,"",40,"",77.4,""
13856,20150331,S08000028,"",New Outpatient,A7,"",68,"",0,"",28.5,"",62.3,""
13857,20160331,S08000028,"",New Outpatient,A7,"",88,"",2,"",49.5,"",70,""
13858,20170331,S08000028,"",New Outpatient,A7,"",86,"",11,"",57.5,"",91.5,""
13859,20180331,S08000028,"",New Outpatient,A7,"",91,"",12,"",45,"",89,""
13860,20190331,S08000028,"",New Outpatient,A7,"",78,"",5,"",42.5,"",74.3,""
13861,20200331,S08000028,"",New Outpatient,A7,"",67,"",3,"",49,"",70,""
13862,20210331,S08000028,"",New Outpatient,A7,"",71,"",23,"",34,"",223,""
13863,20220331,S08000028,"",New Outpatient,A7,"",96,"",36,"",42.5,"",137,""
13864,20121231,S08000028,"",New Outpatient,A7,"",44,"",0,"",33,"",52.5,""
13865,20131231,S08000028,"",New Outpatient,A7,"",68,"",1,"",36.5,"",58.9,""
13866,20141231,S08000028,"",New Outpatient,A7,"",66,"",5,"",52,"",83,""
13867,20151231,S08000028,"",New Outpatient,A7,"",65,"",2,"",28,"",59.6,""
13868,20161231,S08000028,"",New Outpatient,A7,"",118,"",5,"",29.5,"",75.3,""
13869,20171231,S08000028,"",New Outpatient,A7,"",106,"",24,"",46.5,"",111,""
13870,20181231,S08000028,"",New Outpatient,A7,"",100,"",3,"",34,"",63,""
13871,20191231,S08000028,"",New Outpatient,A7,"",81,"",10,"",29,"",90,""
13872,20201231,S08000028,"",New Outpatient,A7,"",95,"",32,"",35,"",267.8,""
13873,20211231,S08000028,"",New Outpatient,A7,"",92,"",30,"",34,"",105,""
13874,20221231,S08000028,"",New Outpatient,A7,"",53,"",19,"",56,"",144.6,""
13875,20130630,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13876,20140630,S08000028,"",New Outpatient,A82,"",4,"",0,"",,:,,:
13877,20150630,S08000028,"",New Outpatient,A82,"",1,"",1,"",,:,,:
13878,20160630,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13879,20170630,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13880,20180630,S08000028,"",New Outpatient,A82,"",2,"",0,"",,:,,:
13881,20190630,S08000028,"",New Outpatient,A82,"",2,"",2,"",,:,,:
13882,20220630,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13883,20130930,S08000028,"",New Outpatient,A82,"",5,"",0,"",,:,,:
13884,20140930,S08000028,"",New Outpatient,A82,"",4,"",1,"",,:,,:
13885,20160930,S08000028,"",New Outpatient,A82,"",1,"",1,"",,:,,:
13886,20170930,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13887,20180930,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13888,20130331,S08000028,"",New Outpatient,A82,"",14,"",2,"",,:,,:
13889,20140331,S08000028,"",New Outpatient,A82,"",2,"",2,"",,:,,:
13890,20160331,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13891,20170331,S08000028,"",New Outpatient,A82,"",3,"",2,"",,:,,:
13892,20180331,S08000028,"",New Outpatient,A82,"",1,"",0,"",,:,,:
13893,20131231,S08000028,"",New Outpatient,A82,"",2,"",2,"",,:,,:
13894,20141231,S08000028,"",New Outpatient,A82,"",5,"",0,"",,:,,:
13895,20151231,S08000028,"",New Outpatient,A82,"",1,"",1,"",,:,,:
13896,20161231,S08000028,"",New Outpatient,A82,"",2,"",1,"",,:,,:
13897,20181231,S08000028,"",New Outpatient,A82,"",3,"",1,"",,:,,:
13898,20171231,S08000028,"",New Outpatient,A9,"",1,"",0,"",,:,,:
13899,20130630,S08000028,"",New Outpatient,AD,"",14,"",0,"",,:,,:
13900,20140630,S08000028,"",New Outpatient,AD,"",1,"",0,"",,:,,:
13901,20160630,S08000028,"",New Outpatient,AD,"",1,"",0,"",,:,,:
13902,20130930,S08000028,"",New Outpatient,AD,"",7,"",0,"",,:,,:
13903,20140930,S08000028,"",New Outpatient,AD,"",3,"",0,"",,:,,:
13904,20150930,S08000028,"",New Outpatient,AD,"",6,"",0,"",,:,,:
13905,20160930,S08000028,"",New Outpatient,AD,"",1,"",0,"",,:,,:
13906,20130331,S08000028,"",New Outpatient,AD,"",8,"",0,"",,:,,:
13907,20140331,S08000028,"",New Outpatient,AD,"",4,"",0,"",,:,,:
13908,20150331,S08000028,"",New Outpatient,AD,"",3,"",0,"",,:,,:
13909,20160331,S08000028,"",New Outpatient,AD,"",4,"",0,"",,:,,:
13910,20121231,S08000028,"",New Outpatient,AD,"",6,"",0,"",,:,,:
13911,20131231,S08000028,"",New Outpatient,AD,"",13,"",0,"",,:,,:
13912,20141231,S08000028,"",New Outpatient,AD,"",4,"",0,"",,:,,:
13913,20151231,S08000028,"",New Outpatient,AD,"",2,"",0,"",,:,,:
13914,20130630,S08000028,"",New Outpatient,AF,"",39,"",0,"",27,"",66.2,""
13915,20140630,S08000028,"",New Outpatient,AF,"",49,"",0,"",38,"",68,""
13916,20150630,S08000028,"",New Outpatient,AF,"",61,"",3,"",26,"",41,""
13917,20160630,S08000028,"",New Outpatient,AF,"",83,"",1,"",49,"",70,""
13918,20170630,S08000028,"",New Outpatient,AF,"",55,"",1,"",17,"",29,""
13919,20180630,S08000028,"",New Outpatient,AF,"",67,"",0,"",26,"",38.4,""
13920,20190630,S08000028,"",New Outpatient,AF,"",50,"",2,"",28,"",47.2,""
13921,20200630,S08000028,"",New Outpatient,AF,"",31,"",0,"",21,"",37,""
13922,20210630,S08000028,"",New Outpatient,AF,"",52,"",1,"",16,"",28.9,""
13923,20220630,S08000028,"",New Outpatient,AF,"",43,"",0,"",25,"",49.4,""
13924,20130930,S08000028,"",New Outpatient,AF,"",56,"",0,"",20,"",33.5,""
13925,20140930,S08000028,"",New Outpatient,AF,"",44,"",1,"",21,"",42,""
13926,20150930,S08000028,"",New Outpatient,AF,"",55,"",0,"",19,"",29,""
13927,20160930,S08000028,"",New Outpatient,AF,"",49,"",0,"",17,"",47,""
13928,20170930,S08000028,"",New Outpatient,AF,"",53,"",0,"",29,"",48.8,""
13929,20180930,S08000028,"",New Outpatient,AF,"",50,"",2,"",22,"",49.1,""
13930,20190930,S08000028,"",New Outpatient,AF,"",33,"",0,"",22,"",45.6,""
13931,20200930,S08000028,"",New Outpatient,AF,"",34,"",1,"",16,"",29.7,""
13932,20210930,S08000028,"",New Outpatient,AF,"",35,"",0,"",21,"",36.6,""
13933,20220930,S08000028,"",New Outpatient,AF,"",46,"",0,"",29,"",46,""
13934,20130331,S08000028,"",New Outpatient,AF,"",38,"",4,"",27.5,"",69.9000000000002,""
13935,20140331,S08000028,"",New Outpatient,AF,"",50,"",0,"",33.5,"",51.3,""
13936,20150331,S08000028,"",New Outpatient,AF,"",60,"",2,"",31,"",73,""
13937,20160331,S08000028,"",New Outpatient,AF,"",79,"",5,"",47,"",74.6,""
13938,20170331,S08000028,"",New Outpatient,AF,"",47,"",0,"",14,"",28.6,""
13939,20180331,S08000028,"",New Outpatient,AF,"",57,"",0,"",29,"",42,""
13940,20190331,S08000028,"",New Outpatient,AF,"",51,"",2,"",24,"",50,""
13941,20200331,S08000028,"",New Outpatient,AF,"",63,"",6,"",34,"",74.4,""
13942,20210331,S08000028,"",New Outpatient,AF,"",52,"",1,"",16,"",34,""
13943,20220331,S08000028,"",New Outpatient,AF,"",49,"",0,"",21,"",41.4,""
13944,20121231,S08000028,"",New Outpatient,AF,"",47,"",0,"",28,"",50.2,""
13945,20131231,S08000028,"",New Outpatient,AF,"",41,"",1,"",19,"",32,""
13946,20141231,S08000028,"",New Outpatient,AF,"",42,"",1,"",40.5,"",63,""
13947,20151231,S08000028,"",New Outpatient,AF,"",51,"",0,"",32,"",54,""
13948,20161231,S08000028,"",New Outpatient,AF,"",48,"",1,"",21,"",38.6,""
13949,20171231,S08000028,"",New Outpatient,AF,"",38,"",0,"",24,"",42,""
13950,20181231,S08000028,"",New Outpatient,AF,"",50,"",3,"",24.5,"",35.6,""
13951,20191231,S08000028,"",New Outpatient,AF,"",43,"",4,"",40,"",64.6,""
13952,20201231,S08000028,"",New Outpatient,AF,"",40,"",0,"",21,"",33.4,""
13953,20211231,S08000028,"",New Outpatient,AF,"",42,"",0,"",15,"",28.9,""
13954,20221231,S08000028,"",New Outpatient,AF,"",49,"",0,"",24,"",37.6,""
13955,20130630,S08000028,"",New Outpatient,AG,"",5,"",1,"",,:,,:
13956,20140630,S08000028,"",New Outpatient,AG,"",5,"",0,"",,:,,:
13957,20150630,S08000028,"",New Outpatient,AG,"",7,"",0,"",,:,,:
13958,20160630,S08000028,"",New Outpatient,AG,"",4,"",0,"",,:,,:
13959,20170630,S08000028,"",New Outpatient,AG,"",5,"",0,"",,:,,:
13960,20180630,S08000028,"",New Outpatient,AG,"",3,"",1,"",,:,,:
13961,20190630,S08000028,"",New Outpatient,AG,"",2,"",0,"",,:,,:
13962,20220630,S08000028,"",New Outpatient,AG,"",4,"",1,"",,:,,:
13963,20130930,S08000028,"",New Outpatient,AG,"",5,"",0,"",,:,,:
13964,20140930,S08000028,"",New Outpatient,AG,"",4,"",0,"",,:,,:
13965,20150930,S08000028,"",New Outpatient,AG,"",4,"",0,"",,:,,:
13966,20160930,S08000028,"",New Outpatient,AG,"",6,"",0,"",,:,,:
13967,20170930,S08000028,"",New Outpatient,AG,"",5,"",0,"",,:,,:
13968,20180930,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13969,20190930,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13970,20210930,S08000028,"",New Outpatient,AG,"",4,"",0,"",,:,,:
13971,20220930,S08000028,"",New Outpatient,AG,"",6,"",1,"",,:,,:
13972,20130331,S08000028,"",New Outpatient,AG,"",3,"",1,"",,:,,:
13973,20140331,S08000028,"",New Outpatient,AG,"",4,"",0,"",,:,,:
13974,20150331,S08000028,"",New Outpatient,AG,"",4,"",1,"",,:,,:
13975,20160331,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13976,20170331,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13977,20180331,S08000028,"",New Outpatient,AG,"",1,"",0,"",,:,,:
13978,20200331,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13979,20220331,S08000028,"",New Outpatient,AG,"",5,"",3,"",,:,,:
13980,20121231,S08000028,"",New Outpatient,AG,"",1,"",0,"",,:,,:
13981,20131231,S08000028,"",New Outpatient,AG,"",8,"",4,"",,:,,:
13982,20141231,S08000028,"",New Outpatient,AG,"",6,"",1,"",,:,,:
13983,20151231,S08000028,"",New Outpatient,AG,"",2,"",0,"",,:,,:
13984,20161231,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13985,20171231,S08000028,"",New Outpatient,AG,"",3,"",0,"",,:,,:
13986,20181231,S08000028,"",New Outpatient,AG,"",3,"",1,"",,:,,:
13987,20191231,S08000028,"",New Outpatient,AG,"",7,"",1,"",,:,,:
13988,20211231,S08000028,"",New Outpatient,AG,"",2,"",0,"",,:,,:
13989,20221231,S08000028,"",New Outpatient,AG,"",2,"",0,"",,:,,:
13990,20130630,S08000028,"",New Outpatient,AH,"",8,"",0,"",,:,,:
13991,20140630,S08000028,"",New Outpatient,AH,"",9,"",3,"",,:,,:
13992,20150630,S08000028,"",New Outpatient,AH,"",11,"",0,"",,:,,:
13993,20160630,S08000028,"",New Outpatient,AH,"",14,"",2,"",,:,,:
13994,20170630,S08000028,"",New Outpatient,AH,"",18,"",0,"",,:,,:
13995,20180630,S08000028,"",New Outpatient,AH,"",10,"",0,"",,:,,:
13996,20190630,S08000028,"",New Outpatient,AH,"",11,"",2,"",,:,,:
13997,20200630,S08000028,"",New Outpatient,AH,"",7,"",0,"",,:,,:
13998,20210630,S08000028,"",New Outpatient,AH,"",10,"",2,"",,:,,:
13999,20220630,S08000028,"",New Outpatient,AH,"",4,"",0,"",,:,,:
14000,20130930,S08000028,"",New Outpatient,AH,"",16,"",1,"",,:,,:
14001,20140930,S08000028,"",New Outpatient,AH,"",10,"",2,"",,:,,:
14002,20150930,S08000028,"",New Outpatient,AH,"",11,"",2,"",,:,,:
14003,20160930,S08000028,"",New Outpatient,AH,"",4,"",0,"",,:,,:
14004,20170930,S08000028,"",New Outpatient,AH,"",8,"",1,"",,:,,:
14005,20180930,S08000028,"",New Outpatient,AH,"",2,"",1,"",,:,,:
14006,20190930,S08000028,"",New Outpatient,AH,"",9,"",0,"",,:,,:
14007,20200930,S08000028,"",New Outpatient,AH,"",7,"",1,"",,:,,:
14008,20210930,S08000028,"",New Outpatient,AH,"",7,"",4,"",,:,,:
14009,20220930,S08000028,"",New Outpatient,AH,"",8,"",2,"",,:,,:
14010,20130331,S08000028,"",New Outpatient,AH,"",12,"",6,"",,:,,:
14011,20140331,S08000028,"",New Outpatient,AH,"",12,"",2,"",,:,,:
14012,20150331,S08000028,"",New Outpatient,AH,"",14,"",6,"",,:,,:
14013,20160331,S08000028,"",New Outpatient,AH,"",8,"",2,"",,:,,:
14014,20170331,S08000028,"",New Outpatient,AH,"",8,"",0,"",,:,,:
14015,20180331,S08000028,"",New Outpatient,AH,"",8,"",1,"",,:,,:
14016,20190331,S08000028,"",New Outpatient,AH,"",9,"",3,"",,:,,:
14017,20200331,S08000028,"",New Outpatient,AH,"",7,"",0,"",,:,,:
14018,20210331,S08000028,"",New Outpatient,AH,"",11,"",6,"",,:,,:
14019,20220331,S08000028,"",New Outpatient,AH,"",8,"",2,"",,:,,:
14020,20121231,S08000028,"",New Outpatient,AH,"",7,"",0,"",,:,,:
14021,20131231,S08000028,"",New Outpatient,AH,"",12,"",2,"",,:,,:
14022,20141231,S08000028,"",New Outpatient,AH,"",19,"",1,"",,:,,:
14023,20151231,S08000028,"",New Outpatient,AH,"",14,"",2,"",,:,,:
14024,20161231,S08000028,"",New Outpatient,AH,"",9,"",0,"",,:,,:
14025,20171231,S08000028,"",New Outpatient,AH,"",13,"",1,"",,:,,:
14026,20181231,S08000028,"",New Outpatient,AH,"",12,"",2,"",,:,,:
14027,20191231,S08000028,"",New Outpatient,AH,"",8,"",0,"",,:,,:
14028,20201231,S08000028,"",New Outpatient,AH,"",9,"",3,"",,:,,:
14029,20211231,S08000028,"",New Outpatient,AH,"",13,"",4,"",,:,,:
14030,20221231,S08000028,"",New Outpatient,AH,"",10,"",0,"",,:,,:
14031,20130630,S08000028,"",New Outpatient,AQ,"",37,"",3,"",57,"",84,""
14032,20140630,S08000028,"",New Outpatient,AQ,"",41,"",14,"",63,"",113,""
14033,20150630,S08000028,"",New Outpatient,AQ,"",72,"",35,"",74.5,"",174,""
14034,20160630,S08000028,"",New Outpatient,AQ,"",32,"",10,"",33.5,"",170,""
14035,20170630,S08000028,"",New Outpatient,AQ,"",56,"",25,"",68.5,"",131,""
14036,20180630,S08000028,"",New Outpatient,AQ,"",74,"",21,"",58.5,"",112.8,""
14037,20190630,S08000028,"",New Outpatient,AQ,"",56,"",9,"",45,"",94,""
14038,20200630,S08000028,"",New Outpatient,AQ,"",24,"",5,"",33.5,"",172.3,""
14039,20210630,S08000028,"",New Outpatient,AQ,"",57,"",14,"",58,"",185.8,""
14040,20220630,S08000028,"",New Outpatient,AQ,"",40,"",21,"",90.5,"",159.9,""
14041,20130930,S08000028,"",New Outpatient,AQ,"",32,"",0,"",42,"",74.8,""
14042,20140930,S08000028,"",New Outpatient,AQ,"",21,"",12,"",121,"",140,""
14043,20150930,S08000028,"",New Outpatient,AQ,"",36,"",6,"",54.5,"",115.5,""
14044,20160930,S08000028,"",New Outpatient,AQ,"",89,"",43,"",77,"",189.2,""
14045,20170930,S08000028,"",New Outpatient,AQ,"",43,"",15,"",50,"",141.6,""
14046,20180930,S08000028,"",New Outpatient,AQ,"",56,"",16,"",64,"",158.5,""
14047,20190930,S08000028,"",New Outpatient,AQ,"",48,"",10,"",48.5,"",122.3,""
14048,20200930,S08000028,"",New Outpatient,AQ,"",21,"",0,"",14,"",38,""
14049,20210930,S08000028,"",New Outpatient,AQ,"",47,"",10,"",57,"",117.8,""
14050,20220930,S08000028,"",New Outpatient,AQ,"",64,"",24,"",47,"",159.8,""
14051,20130331,S08000028,"",New Outpatient,AQ,"",42,"",26,"",111,"",163,""
14052,20140331,S08000028,"",New Outpatient,AQ,"",26,"",2,"",26.5,"",58,""
14053,20150331,S08000028,"",New Outpatient,AQ,"",49,"",22,"",70,"",177.2,""
14054,20160331,S08000028,"",New Outpatient,AQ,"",32,"",11,"",32.5,"",121.3,""
14055,20170331,S08000028,"",New Outpatient,AQ,"",51,"",14,"",48,"",150,""
14056,20180331,S08000028,"",New Outpatient,AQ,"",42,"",11,"",65,"",106.5,""
14057,20190331,S08000028,"",New Outpatient,AQ,"",34,"",16,"",72,"",119.4,""
14058,20200331,S08000028,"",New Outpatient,AQ,"",74,"",32,"",67.5,"",166.2,""
14059,20210331,S08000028,"",New Outpatient,AQ,"",27,"",8,"",43,"",342.6,""
14060,20220331,S08000028,"",New Outpatient,AQ,"",43,"",16,"",48,"",147.2,""
14061,20121231,S08000028,"",New Outpatient,AQ,"",38,"",8,"",61.5,"",101.4,""
14062,20131231,S08000028,"",New Outpatient,AQ,"",29,"",1,"",28,"",69.2,""
14063,20141231,S08000028,"",New Outpatient,AQ,"",23,"",9,"",35,"",176,""
14064,20151231,S08000028,"",New Outpatient,AQ,"",33,"",5,"",37,"",85,""
14065,20161231,S08000028,"",New Outpatient,AQ,"",40,"",11,"",58.5,"",110,""
14066,20171231,S08000028,"",New Outpatient,AQ,"",67,"",31,"",76,"",158.4,""
14067,20181231,S08000028,"",New Outpatient,AQ,"",46,"",12,"",34.5,"",159.5,""
14068,20191231,S08000028,"",New Outpatient,AQ,"",36,"",13,"",64.5,"",137,""
14069,20201231,S08000028,"",New Outpatient,AQ,"",30,"",4,"",21.5,"",127,""
14070,20211231,S08000028,"",New Outpatient,AQ,"",45,"",12,"",55,"",108.8,""
14071,20221231,S08000028,"",New Outpatient,AQ,"",57,"",6,"",38,"",82.6,""
14072,20130630,S08000028,"",New Outpatient,AR,"",24,"",0,"",43,"",62.4,""
14073,20140630,S08000028,"",New Outpatient,AR,"",50,"",9,"",64.5,"",98.1,""
14074,20150630,S08000028,"",New Outpatient,AR,"",41,"",3,"",59,"",79,""
14075,20160630,S08000028,"",New Outpatient,AR,"",37,"",6,"",42,"",94,""
14076,20170630,S08000028,"",New Outpatient,AR,"",58,"",20,"",64,"",130.1,""
14077,20180630,S08000028,"",New Outpatient,AR,"",30,"",9,"",48,"",115.2,""
14078,20190630,S08000028,"",New Outpatient,AR,"",17,"",2,"",,:,,:
14079,20200630,S08000028,"",New Outpatient,AR,"",20,"",13,"",98,"",205.5,""
14080,20210630,S08000028,"",New Outpatient,AR,"",26,"",10,"",63.5,"",131.5,""
14081,20220630,S08000028,"",New Outpatient,AR,"",30,"",15,"",79.5,"",166.1,""
14082,20130930,S08000028,"",New Outpatient,AR,"",46,"",8,"",61,"",94.5,""
14083,20140930,S08000028,"",New Outpatient,AR,"",51,"",1,"",34,"",63,""
14084,20150930,S08000028,"",New Outpatient,AR,"",64,"",13,"",61,"",91.8,""
14085,20160930,S08000028,"",New Outpatient,AR,"",20,"",6,"",59,"",136.9,""
14086,20170930,S08000028,"",New Outpatient,AR,"",23,"",6,"",62,"",95.4,""
14087,20180930,S08000028,"",New Outpatient,AR,"",19,"",10,"",,:,,:
14088,20190930,S08000028,"",New Outpatient,AR,"",26,"",13,"",88.5,"",104.5,""
14089,20200930,S08000028,"",New Outpatient,AR,"",19,"",3,"",,:,,:
14090,20210930,S08000028,"",New Outpatient,AR,"",15,"",9,"",,:,,:
14091,20220930,S08000028,"",New Outpatient,AR,"",33,"",22,"",109,"",216.8,""
14092,20130331,S08000028,"",New Outpatient,AR,"",28,"",6,"",67,"",98.6,""
14093,20140331,S08000028,"",New Outpatient,AR,"",32,"",8,"",62,"",100.5,""
14094,20150331,S08000028,"",New Outpatient,AR,"",26,"",6,"",69,"",87,""
14095,20160331,S08000028,"",New Outpatient,AR,"",33,"",10,"",76,"",90.8,""
14096,20170331,S08000028,"",New Outpatient,AR,"",30,"",14,"",58,"",122.2,""
14097,20180331,S08000028,"",New Outpatient,AR,"",42,"",23,"",111.5,"",154.7,""
14098,20190331,S08000028,"",New Outpatient,AR,"",54,"",29,"",94,"",210.9,""
14099,20200331,S08000028,"",New Outpatient,AR,"",25,"",8,"",69,"",126,""
14100,20210331,S08000028,"",New Outpatient,AR,"",17,"",9,"",,:,,:
14101,20220331,S08000028,"",New Outpatient,AR,"",13,"",5,"",,:,,:
14102,20121231,S08000028,"",New Outpatient,AR,"",33,"",0,"",33,"",48.6,""
14103,20131231,S08000028,"",New Outpatient,AR,"",33,"",3,"",47,"",70.6,""
14104,20141231,S08000028,"",New Outpatient,AR,"",30,"",0,"",24.5,"",32.4,""
14105,20151231,S08000028,"",New Outpatient,AR,"",37,"",0,"",30,"",71.4,""
14106,20161231,S08000028,"",New Outpatient,AR,"",58,"",38,"",124.5,"",182.6,""
14107,20171231,S08000028,"",New Outpatient,AR,"",18,"",3,"",,:,,:
14108,20181231,S08000028,"",New Outpatient,AR,"",40,"",30,"",169.5,"",235.8,""
14109,20191231,S08000028,"",New Outpatient,AR,"",32,"",13,"",49,"",119.9,""
14110,20201231,S08000028,"",New Outpatient,AR,"",10,"",1,"",,:,,:
14111,20211231,S08000028,"",New Outpatient,AR,"",39,"",12,"",75,"",112.2,""
14112,20221231,S08000028,"",New Outpatient,AR,"",39,"",10,"",41,"",197.4,""
14113,20130630,S08000028,"",New Outpatient,AV,"",28,"",2,"",44,"",83.3,""
14114,20140630,S08000028,"",New Outpatient,AV,"",29,"",1,"",28,"",59,""
14115,20150630,S08000028,"",New Outpatient,AV,"",30,"",23,"",99.5,"",118.8,""
14116,20160630,S08000028,"",New Outpatient,AV,"",27,"",17,"",92,"",138.4,""
14117,20170630,S08000028,"",New Outpatient,AV,"",33,"",7,"",75,"",97,""
14118,20180630,S08000028,"",New Outpatient,AV,"",36,"",19,"",94,"",194,""
14119,20190630,S08000028,"",New Outpatient,AV,"",27,"",6,"",69,"",94.2,""
14120,20210630,S08000028,"",New Outpatient,AV,"",10,"",9,"",,:,,:
14121,20220630,S08000028,"",New Outpatient,AV,"",24,"",1,"",37,"",52.9,""
14122,20130930,S08000028,"",New Outpatient,AV,"",47,"",1,"",46,"",72.2,""
14123,20140930,S08000028,"",New Outpatient,AV,"",25,"",1,"",33,"",48.2,""
14124,20150930,S08000028,"",New Outpatient,AV,"",35,"",21,"",95,"",124.6,""
14125,20160930,S08000028,"",New Outpatient,AV,"",41,"",30,"",120,"",147,""
14126,20170930,S08000028,"",New Outpatient,AV,"",39,"",27,"",95,"",116.2,""
14127,20180930,S08000028,"",New Outpatient,AV,"",28,"",7,"",68,"",91.1,""
14128,20190930,S08000028,"",New Outpatient,AV,"",16,"",10,"",,:,,:
14129,20210930,S08000028,"",New Outpatient,AV,"",43,"",37,"",237,"",367.2,""
14130,20220930,S08000028,"",New Outpatient,AV,"",24,"",0,"",33,"",56.7,""
14131,20130331,S08000028,"",New Outpatient,AV,"",51,"",23,"",76,"",124,""
14132,20140331,S08000028,"",New Outpatient,AV,"",17,"",0,"",,:,,:
14133,20150331,S08000028,"",New Outpatient,AV,"",28,"",10,"",82,"",93.8,""
14134,20160331,S08000028,"",New Outpatient,AV,"",62,"",45,"",118.5,"",166.1,""
14135,20170331,S08000028,"",New Outpatient,AV,"",30,"",10,"",82.5,"",99.3,""
14136,20180331,S08000028,"",New Outpatient,AV,"",26,"",11,"",83.5,"",120.5,""
14137,20190331,S08000028,"",New Outpatient,AV,"",29,"",0,"",50,"",64,""
14138,20200331,S08000028,"",New Outpatient,AV,"",18,"",3,"",,:,,:
14139,20220331,S08000028,"",New Outpatient,AV,"",22,"",0,"",28,"",44.8,""
14140,20121231,S08000028,"",New Outpatient,AV,"",35,"",28,"",109,"",131,""
14141,20131231,S08000028,"",New Outpatient,AV,"",28,"",0,"",32,"",65.5,""
14142,20141231,S08000028,"",New Outpatient,AV,"",24,"",1,"",54,"",71.9,""
14143,20151231,S08000028,"",New Outpatient,AV,"",21,"",18,"",99,"",123,""
14144,20161231,S08000028,"",New Outpatient,AV,"",52,"",12,"",61,"",102.3,""
14145,20171231,S08000028,"",New Outpatient,AV,"",33,"",25,"",106,"",131.2,""
14146,20181231,S08000028,"",New Outpatient,AV,"",34,"",5,"",57,"",100.9,""
14147,20191231,S08000028,"",New Outpatient,AV,"",29,"",19,"",103,"",141.6,""
14148,20201231,S08000028,"",New Outpatient,AV,"",11,"",10,"",,:,,:
14149,20211231,S08000028,"",New Outpatient,AV,"",29,"",13,"",84,"",153.4,""
14150,20221231,S08000028,"",New Outpatient,AV,"",22,"",0,"",44.5,"",61.8,""
14151,20130630,S08000028,"",New Outpatient,C1,"",264,"",1,"",19,"",36,""
14152,20140630,S08000028,"",New Outpatient,C1,"",268,"",0,"",24,"",47.3,""
14153,20150630,S08000028,"",New Outpatient,C1,"",245,"",1,"",20,"",48.6,""
14154,20160630,S08000028,"",New Outpatient,C1,"",312,"",0,"",14,"",32,""
14155,20170630,S08000028,"",New Outpatient,C1,"",225,"",0,"",10,"",19.6,""
14156,20180630,S08000028,"",New Outpatient,C1,"",250,"",0,"",10,"",25.1,""
14157,20190630,S08000028,"",New Outpatient,C1,"",217,"",0,"",11,"",29.4,""
14158,20200630,S08000028,"",New Outpatient,C1,"",26,"",0,"",7,"",12,""
14159,20210630,S08000028,"",New Outpatient,C1,"",175,"",1,"",27,"",61.8,""
14160,20220630,S08000028,"",New Outpatient,C1,"",212,"",0,"",16,"",35,""
14161,20130930,S08000028,"",New Outpatient,C1,"",284,"",2,"",15,"",40.7,""
14162,20140930,S08000028,"",New Outpatient,C1,"",226,"",2,"",26.5,"",66.5,""
14163,20150930,S08000028,"",New Outpatient,C1,"",253,"",0,"",24,"",63,""
14164,20160930,S08000028,"",New Outpatient,C1,"",272,"",0,"",15,"",33.9,""
14165,20170930,S08000028,"",New Outpatient,C1,"",218,"",0,"",12,"",23.3,""
14166,20180930,S08000028,"",New Outpatient,C1,"",226,"",0,"",9,"",24.5,""
14167,20190930,S08000028,"",New Outpatient,C1,"",267,"",1,"",11,"",30.4,""
14168,20200930,S08000028,"",New Outpatient,C1,"",98,"",18,"",21,"",162.3,""
